"Step","R-W_RA - train/l1_loss","R-W_RA - train/l1_loss__MIN","R-W_RA - train/l1_loss__MAX","R-A - train/l1_loss","R-A - train/l1_loss__MIN","R-A - train/l1_loss__MAX","R-A-P - train/l1_loss","R-A-P - train/l1_loss__MIN","R-56-P - train/l1_loss__MAX","R-S_LWA - train/l1_loss","R-S_LWA - train/l1_loss__MIN","R-S_LWA - train/l1_loss__MAX","R-SW - train/l1_loss","R-SW - train/l1_loss__MIN","R-SW - train/l1_loss__MAX"
"11000","0.07889176160097122","0.07889176160097122","0.07889176160097122","0.07316823303699493","0.07316823303699493","0.07316823303699493","0.07423564046621323","0.07423564046621323","0.07423564046621323","0.14764532446861267","0.14764532446861267","0.14764532446861267","0.08003811538219452","0.08003811538219452","0.08003811538219452"
"12000","0.08447722345590591","0.08447722345590591","0.08447722345590591","0.07542479038238525","0.07542479038238525","0.07542479038238525","0.08755417168140411","0.08755417168140411","0.08755417168140411","0.08035993576049805","0.08035993576049805","0.08035993576049805","0.07027769833803177","0.07027769833803177","0.07027769833803177"
"13000","0.07281705737113953","0.07281705737113953","0.07281705737113953","0.0725354328751564","0.0725354328751564","0.0725354328751564","0.06988105177879333","0.06988105177879333","0.06988105177879333","0.07342708110809326","0.07342708110809326","0.07342708110809326","0.0659012645483017","0.0659012645483017","0.0659012645483017"
"14000","0.07562796026468277","0.07562796026468277","0.07562796026468277","0.06269633769989014","0.06269633769989014","0.06269633769989014","0.05565718933939934","0.05565718933939934","0.05565718933939934","0.06835565716028214","0.06835565716028214","0.06835565716028214","0.0799122303724289","0.0799122303724289","0.0799122303724289"
"15000","0.06843391060829163","0.06843391060829163","0.06843391060829163","0.06263603270053864","0.06263603270053864","0.06263603270053864","0.06550738960504532","0.06550738960504532","0.06550738960504532","0.0741509199142456","0.0741509199142456","0.0741509199142456","0.07605405151844025","0.07605405151844025","0.07605405151844025"
"16000","0.07906519621610641","0.07906519621610641","0.07906519621610641","0.060668863356113434","0.060668863356113434","0.060668863356113434","0.0689508244395256","0.0689508244395256","0.0689508244395256","0.0716920718550682","0.0716920718550682","0.0716920718550682","0.0647561252117157","0.0647561252117157","0.0647561252117157"
"17000","0.06111247465014458","0.06111247465014458","0.06111247465014458","0.06104498356580734","0.06104498356580734","0.06104498356580734","0.06414774060249329","0.06414774060249329","0.06414774060249329","0.05771954730153084","0.05771954730153084","0.05771954730153084","0.07055699080228806","0.07055699080228806","0.07055699080228806"
"18000","0.05902361869812012","0.05902361869812012","0.05902361869812012","0.06728468835353851","0.06728468835353851","0.06728468835353851","0.07239682972431183","0.07239682972431183","0.07239682972431183","0.0652555599808693","0.0652555599808693","0.0652555599808693","0.0567193441092968","0.0567193441092968","0.0567193441092968"
"19000","0.06630650907754898","0.06630650907754898","0.06630650907754898","0.053147222846746445","0.053147222846746445","0.053147222846746445","0.056963756680488586","0.056963756680488586","0.056963756680488586","0.06390239298343658","0.06390239298343658","0.06390239298343658","0.0707399919629097","0.0707399919629097","0.0707399919629097"
"20000","0.059863265603780746","0.059863265603780746","0.059863265603780746","0.05532063916325569","0.05532063916325569","0.05532063916325569","0.058740802109241486","0.058740802109241486","0.058740802109241486","0.0649542436003685","0.0649542436003685","0.0649542436003685","0.055411238223314285","0.055411238223314285","0.055411238223314285"
"21000","0.05450861528515816","0.05450861528515816","0.05450861528515816","0.05645190179347992","0.05645190179347992","0.05645190179347992","0.055003002285957336","0.055003002285957336","0.055003002285957336","0.05162108317017555","0.05162108317017555","0.05162108317017555","0.05905861034989357","0.05905861034989357","0.05905861034989357"
"22000","0.06129182502627373","0.06129182502627373","0.06129182502627373","0.056316692382097244","0.056316692382097244","0.056316692382097244","0.04718451574444771","0.04718451574444771","0.04718451574444771","0.05163506790995598","0.05163506790995598","0.05163506790995598","0.05797800049185753","0.05797800049185753","0.05797800049185753"
"23000","0.050416696816682816","0.050416696816682816","0.050416696816682816","0.05847707390785217","0.05847707390785217","0.05847707390785217","0.056163541972637177","0.056163541972637177","0.056163541972637177","0.06234695017337799","0.06234695017337799","0.06234695017337799","0.055706609040498734","0.055706609040498734","0.055706609040498734"
"24000","0.05896226316690445","0.05896226316690445","0.05896226316690445","0.056012846529483795","0.056012846529483795","0.056012846529483795","0.05455506592988968","0.05455506592988968","0.05455506592988968","0.054626889526844025","0.054626889526844025","0.054626889526844025","0.04954882711172104","0.04954882711172104","0.04954882711172104"
"25000","0.04426245763897896","0.04426245763897896","0.04426245763897896","0.053682878613471985","0.053682878613471985","0.053682878613471985","0.05697721987962723","0.05697721987962723","0.05697721987962723","0.05832419916987419","0.05832419916987419","0.05832419916987419","0.04806852713227272","0.04806852713227272","0.04806852713227272"
"26000","0.04797985404729843","0.04797985404729843","0.04797985404729843","0.04942157864570618","0.04942157864570618","0.04942157864570618","0.055597078055143356","0.055597078055143356","0.055597078055143356","0.06528544425964355","0.06528544425964355","0.06528544425964355","0.04672502726316452","0.04672502726316452","0.04672502726316452"
"27000","0.05517086759209633","0.05517086759209633","0.05517086759209633","0.05000058561563492","0.05000058561563492","0.05000058561563492","0.04413711652159691","0.04413711652159691","0.04413711652159691","0.051498278975486755","0.051498278975486755","0.051498278975486755","0.05081601440906525","0.05081601440906525","0.05081601440906525"
"28000","0.052179571241140366","0.052179571241140366","0.052179571241140366","0.0517650730907917","0.0517650730907917","0.0517650730907917","0.05915918946266174","0.05915918946266174","0.05915918946266174","0.05658695474267006","0.05658695474267006","0.05658695474267006","0.05123797059059143","0.05123797059059143","0.05123797059059143"
"29000","0.04873218014836311","0.04873218014836311","0.04873218014836311","0.05048409476876259","0.05048409476876259","0.05048409476876259","0.047720104455947876","0.047720104455947876","0.047720104455947876","0.05054421350359917","0.05054421350359917","0.05054421350359917","0.05072414129972458","0.05072414129972458","0.05072414129972458"
"30000","0.05375722050666809","0.05375722050666809","0.05375722050666809","0.0532616451382637","0.0532616451382637","0.0532616451382637","0.053695935755968094","0.053695935755968094","0.053695935755968094","0.05174155905842781","0.05174155905842781","0.05174155905842781","0.04720994085073471","0.04720994085073471","0.04720994085073471"
"31000","0.0490734800696373","0.0490734800696373","0.0490734800696373","0.053604334592819214","0.053604334592819214","0.053604334592819214","0.04740635305643082","0.04740635305643082","0.04740635305643082","0.05031559616327286","0.05031559616327286","0.05031559616327286","0.05797649919986725","0.05797649919986725","0.05797649919986725"
"32000","0.04997236281633377","0.04997236281633377","0.04997236281633377","0.0526360347867012","0.0526360347867012","0.0526360347867012","0.16391274333000183","0.16391274333000183","0.16391274333000183","0.05000702291727066","0.05000702291727066","0.05000702291727066","0.04764920845627785","0.04764920845627785","0.04764920845627785"
"33000","0.04634106531739235","0.04634106531739235","0.04634106531739235","0.05020294338464737","0.05020294338464737","0.05020294338464737","0.04641509801149368","0.04641509801149368","0.04641509801149368","0.058673422783613205","0.058673422783613205","0.058673422783613205","0.048482175916433334","0.048482175916433334","0.048482175916433334"
"34000","0.04435034096240997","0.04435034096240997","0.04435034096240997","0.044283829629421234","0.044283829629421234","0.044283829629421234","0.04369695484638214","0.04369695484638214","0.04369695484638214","0.048630233854055405","0.048630233854055405","0.048630233854055405","0.06354972720146179","0.06354972720146179","0.06354972720146179"
"35000","0.04463313892483711","0.04463313892483711","0.04463313892483711","0.03977135196328163","0.03977135196328163","0.03977135196328163","0.03881484270095825","0.03881484270095825","0.03881484270095825","0.052713170647621155","0.052713170647621155","0.052713170647621155","0.04418439418077469","0.04418439418077469","0.04418439418077469"
"36000","0.04368938133120537","0.04368938133120537","0.04368938133120537","0.04814796894788742","0.04814796894788742","0.04814796894788742","0.04593905061483383","0.04593905061483383","0.04593905061483383","0.047168001532554626","0.047168001532554626","0.047168001532554626","0.04396652430295944","0.04396652430295944","0.04396652430295944"
"37000","0.040215108543634415","0.040215108543634415","0.040215108543634415","0.046769510954618454","0.046769510954618454","0.046769510954618454","0.04303610697388649","0.04303610697388649","0.04303610697388649","0.048520687967538834","0.048520687967538834","0.048520687967538834","0.04387100413441658","0.04387100413441658","0.04387100413441658"
"38000","0.05006837844848633","0.05006837844848633","0.05006837844848633","0.04034368693828583","0.04034368693828583","0.04034368693828583","0.039678268134593964","0.039678268134593964","0.039678268134593964","0.047373149544000626","0.047373149544000626","0.047373149544000626","0.045370087027549744","0.045370087027549744","0.045370087027549744"
"39000","0.043025288730859756","0.043025288730859756","0.043025288730859756","0.045114364475011826","0.045114364475011826","0.045114364475011826","0.03818092495203018","0.03818092495203018","0.03818092495203018","0.04750620573759079","0.04750620573759079","0.04750620573759079","0.04129600524902344","0.04129600524902344","0.04129600524902344"
"40000","0.04063688591122627","0.04063688591122627","0.04063688591122627","0.043807338923215866","0.043807338923215866","0.043807338923215866","0.0874917283654213","0.0874917283654213","0.0874917283654213","0.04803301766514778","0.04803301766514778","0.04803301766514778","0.04622064530849457","0.04622064530849457","0.04622064530849457"
"41000","0.04126809537410736","0.04126809537410736","0.04126809537410736","0.043733928352594376","0.043733928352594376","0.043733928352594376","0.03961337357759476","0.03961337357759476","0.03961337357759476","0.04807993397116661","0.04807993397116661","0.04807993397116661","0.04025868698954582","0.04025868698954582","0.04025868698954582"
"42000","0.04023423418402672","0.04023423418402672","0.04023423418402672","0.040362779051065445","0.040362779051065445","0.040362779051065445","0.04557814076542854","0.04557814076542854","0.04557814076542854","0.04808325693011284","0.04808325693011284","0.04808325693011284","0.04150187224149704","0.04150187224149704","0.04150187224149704"
"43000","0.04041636735200882","0.04041636735200882","0.04041636735200882","0.046116262674331665","0.046116262674331665","0.046116262674331665","0.036011405289173126","0.036011405289173126","0.036011405289173126","0.043432578444480896","0.043432578444480896","0.043432578444480896","0.04238298907876015","0.04238298907876015","0.04238298907876015"
"44000","0.0390734039247036","0.0390734039247036","0.0390734039247036","0.03887685388326645","0.03887685388326645","0.03887685388326645","0.141307532787323","0.141307532787323","0.141307532787323","0.04557531327009201","0.04557531327009201","0.04557531327009201","0.03753393143415451","0.03753393143415451","0.03753393143415451"
"45000","0.17478090524673462","0.17478090524673462","0.17478090524673462","0.03358425945043564","0.03358425945043564","0.03358425945043564","0.03618114814162254","0.03618114814162254","0.03618114814162254","0.042753469198942184","0.042753469198942184","0.042753469198942184","0.04507828876376152","0.04507828876376152","0.04507828876376152"
"46000","0.03680133819580078","0.03680133819580078","0.03680133819580078","0.03759630024433136","0.03759630024433136","0.03759630024433136","0.03725574165582657","0.03725574165582657","0.03725574165582657","0.03750358894467354","0.03750358894467354","0.03750358894467354","0.04000934958457947","0.04000934958457947","0.04000934958457947"
"47000","0.04434369504451752","0.04434369504451752","0.04434369504451752","0.04128585010766983","0.04128585010766983","0.04128585010766983","0.040916986763477325","0.040916986763477325","0.040916986763477325","0.04257271811366081","0.04257271811366081","0.04257271811366081","0.09326555579900742","0.09326555579900742","0.09326555579900742"
"48000","0.05223646014928818","0.05223646014928818","0.05223646014928818","0.03846985101699829","0.03846985101699829","0.03846985101699829","0.04403562843799591","0.04403562843799591","0.04403562843799591","0.13282674551010132","0.13282674551010132","0.13282674551010132","0.034691859036684036","0.034691859036684036","0.034691859036684036"
"49000","0.0423491932451725","0.0423491932451725","0.0423491932451725","0.04194122925400734","0.04194122925400734","0.04194122925400734","0.038073211908340454","0.038073211908340454","0.038073211908340454","0.04346056282520294","0.04346056282520294","0.04346056282520294","0.04008542373776436","0.04008542373776436","0.04008542373776436"
"50000","0.04151041805744171","0.04151041805744171","0.04151041805744171","0.035679250955581665","0.035679250955581665","0.035679250955581665","0.03751727566123009","0.03751727566123009","0.03751727566123009","0.0430130697786808","0.0430130697786808","0.0430130697786808","0.03765158727765083","0.03765158727765083","0.03765158727765083"
"51000","0.05411459133028984","0.05411459133028984","0.05411459133028984","0.037793468683958054","0.037793468683958054","0.037793468683958054","0.04054401069879532","0.04054401069879532","0.04054401069879532","0.03951301425695419","0.03951301425695419","0.03951301425695419","0.03483203053474426","0.03483203053474426","0.03483203053474426"
"52000","0.047560710459947586","0.047560710459947586","0.047560710459947586","0.038887158036231995","0.038887158036231995","0.038887158036231995","0.037914812564849854","0.037914812564849854","0.037914812564849854","0.051756203174591064","0.051756203174591064","0.051756203174591064","0.033335089683532715","0.033335089683532715","0.033335089683532715"
"53000","0.03971031308174133","0.03971031308174133","0.03971031308174133","0.03441739082336426","0.03441739082336426","0.03441739082336426","0.043092623353004456","0.043092623353004456","0.043092623353004456","0.04346904903650284","0.04346904903650284","0.04346904903650284","0.03401162102818489","0.03401162102818489","0.03401162102818489"
"54000","0.03300398588180542","0.03300398588180542","0.03300398588180542","0.03681912645697594","0.03681912645697594","0.03681912645697594","0.03614906221628189","0.03614906221628189","0.03614906221628189","0.03278240188956261","0.03278240188956261","0.03278240188956261","0.03655635192990303","0.03655635192990303","0.03655635192990303"
"55000","0.037544116377830505","0.037544116377830505","0.037544116377830505","0.035948313772678375","0.035948313772678375","0.035948313772678375","0.0329979807138443","0.0329979807138443","0.0329979807138443","0.03642332926392555","0.03642332926392555","0.03642332926392555","0.037434812635183334","0.037434812635183334","0.037434812635183334"
"56000","0.04101090505719185","0.04101090505719185","0.04101090505719185","0.03996431827545166","0.03996431827545166","0.03996431827545166","0.034659236669540405","0.034659236669540405","0.034659236669540405","0.03864678740501404","0.03864678740501404","0.03864678740501404","0.03630179539322853","0.03630179539322853","0.03630179539322853"
"57000","0.032597336918115616","0.032597336918115616","0.032597336918115616","0.03538525849580765","0.03538525849580765","0.03538525849580765","0.03577413037419319","0.03577413037419319","0.03577413037419319","0.09477902203798294","0.09477902203798294","0.09477902203798294","0.03321048244833946","0.03321048244833946","0.03321048244833946"
"58000","0.03941383212804794","0.03941383212804794","0.03941383212804794","0.037274137139320374","0.037274137139320374","0.037274137139320374","0.033024974167346954","0.033024974167346954","0.033024974167346954","0.04229595884680748","0.04229595884680748","0.04229595884680748","0.034152645617723465","0.034152645617723465","0.034152645617723465"
"59000","0.04512811824679375","0.04512811824679375","0.04512811824679375","0.034539174288511276","0.034539174288511276","0.034539174288511276","0.0323215126991272","0.0323215126991272","0.0323215126991272","0.03857945650815964","0.03857945650815964","0.03857945650815964","0.038708582520484924","0.038708582520484924","0.038708582520484924"
"60000","0.038804616779088974","0.038804616779088974","0.038804616779088974","0.03293399140238762","0.03293399140238762","0.03293399140238762","0.0371263287961483","0.0371263287961483","0.0371263287961483","0.03567487746477127","0.03567487746477127","0.03567487746477127","0.03357759490609169","0.03357759490609169","0.03357759490609169"
"61000","0.03365055099129677","0.03365055099129677","0.03365055099129677","0.03572849929332733","0.03572849929332733","0.03572849929332733","0.06086789444088936","0.06086789444088936","0.06086789444088936","0.03556421771645546","0.03556421771645546","0.03556421771645546","0.03402208909392357","0.03402208909392357","0.03402208909392357"
"62000","0.03526461496949196","0.03526461496949196","0.03526461496949196","0.03419237583875656","0.03419237583875656","0.03419237583875656","0.03796810656785965","0.03796810656785965","0.03796810656785965","0.03421730175614357","0.03421730175614357","0.03421730175614357","0.03535505011677742","0.03535505011677742","0.03535505011677742"
"63000","0.03204489126801491","0.03204489126801491","0.03204489126801491","0.03710220754146576","0.03710220754146576","0.03710220754146576","0.03334152698516846","0.03334152698516846","0.03334152698516846","0.039109621196985245","0.039109621196985245","0.039109621196985245","0.03406756371259689","0.03406756371259689","0.03406756371259689"
"64000","0.02858218550682068","0.02858218550682068","0.02858218550682068","0.03492490574717522","0.03492490574717522","0.03492490574717522","0.03141763433814049","0.03141763433814049","0.03141763433814049","0.03484398126602173","0.03484398126602173","0.03484398126602173","0.03356177359819412","0.03356177359819412","0.03356177359819412"
"65000","0.033747993409633636","0.033747993409633636","0.033747993409633636","0.03413603827357292","0.03413603827357292","0.03413603827357292","0.035993095487356186","0.035993095487356186","0.035993095487356186","0.04308493807911873","0.04308493807911873","0.04308493807911873","0.036178164184093475","0.036178164184093475","0.036178164184093475"
"66000","0.03705262392759323","0.03705262392759323","0.03705262392759323","0.03463536128401756","0.03463536128401756","0.03463536128401756","0.03170038387179375","0.03170038387179375","0.03170038387179375","0.03658435866236687","0.03658435866236687","0.03658435866236687","0.033253829926252365","0.033253829926252365","0.033253829926252365"
"67000","0.03465961664915085","0.03465961664915085","0.03465961664915085","0.0384177602827549","0.0384177602827549","0.0384177602827549","0.034167416393756866","0.034167416393756866","0.034167416393756866","0.04543730989098549","0.04543730989098549","0.04543730989098549","0.03413361683487892","0.03413361683487892","0.03413361683487892"
"68000","0.03452540189027786","0.03452540189027786","0.03452540189027786","0.03089325688779354","0.03089325688779354","0.03089325688779354","0.03166688606142998","0.03166688606142998","0.03166688606142998","0.03298015892505646","0.03298015892505646","0.03298015892505646","0.1478956639766693","0.1478956639766693","0.1478956639766693"
"69000","0.036485545337200165","0.036485545337200165","0.036485545337200165","0.03029699996113777","0.03029699996113777","0.03029699996113777","0.03576475754380226","0.03576475754380226","0.03576475754380226","0.03429551422595978","0.03429551422595978","0.03429551422595978","0.03225244954228401","0.03225244954228401","0.03225244954228401"
"70000","0.03474029526114464","0.03474029526114464","0.03474029526114464","0.03196720406413078","0.03196720406413078","0.03196720406413078","0.15289874374866486","0.15289874374866486","0.15289874374866486","0.03778991475701332","0.03778991475701332","0.03778991475701332","0.03222925215959549","0.03222925215959549","0.03222925215959549"
"71000","0.03273861110210419","0.03273861110210419","0.03273861110210419","0.026616090908646584","0.026616090908646584","0.026616090908646584","0.1371210664510727","0.1371210664510727","0.1371210664510727","0.03358245640993118","0.03358245640993118","0.03358245640993118","0.036839164793491364","0.036839164793491364","0.036839164793491364"
"72000","0.029095016419887543","0.029095016419887543","0.029095016419887543","0.033704932779073715","0.033704932779073715","0.033704932779073715","0.033119767904281616","0.033119767904281616","0.033119767904281616","0.03522099554538727","0.03522099554538727","0.03522099554538727","0.0323852002620697","0.0323852002620697","0.0323852002620697"
"73000","0.029318062588572502","0.029318062588572502","0.029318062588572502","0.036623433232307434","0.036623433232307434","0.036623433232307434","0.036476027220487595","0.036476027220487595","0.036476027220487595","0.037827957421541214","0.037827957421541214","0.037827957421541214","0.07762008905410767","0.07762008905410767","0.07762008905410767"
"74000","0.031026257202029228","0.031026257202029228","0.031026257202029228","0.03715755045413971","0.03715755045413971","0.03715755045413971","0.031194819137454033","0.031194819137454033","0.031194819137454033","0.03189244493842125","0.03189244493842125","0.03189244493842125","0.0352887362241745","0.0352887362241745","0.0352887362241745"
"75000","0.031756896525621414","0.031756896525621414","0.031756896525621414","0.03282683715224266","0.03282683715224266","0.03282683715224266","0.03459984064102173","0.03459984064102173","0.03459984064102173","0.09593365341424942","0.09593365341424942","0.09593365341424942","0.08394504338502884","0.08394504338502884","0.08394504338502884"
"76000","0.03215926140546799","0.03215926140546799","0.03215926140546799","0.08488959074020386","0.08488959074020386","0.08488959074020386","0.032053060829639435","0.032053060829639435","0.032053060829639435","0.0323614738881588","0.0323614738881588","0.0323614738881588","0.0323130264878273","0.0323130264878273","0.0323130264878273"
"77000","0.16624237596988678","0.16624237596988678","0.16624237596988678","0.03766823932528496","0.03766823932528496","0.03766823932528496","0.032248176634311676","0.032248176634311676","0.032248176634311676","0.031037796288728714","0.031037796288728714","0.031037796288728714","0.03174101933836937","0.03174101933836937","0.03174101933836937"
"78000","0.03722438961267471","0.03722438961267471","0.03722438961267471","0.035758256912231445","0.035758256912231445","0.035758256912231445","0.03080512210726738","0.03080512210726738","0.03080512210726738","0.03139747306704521","0.03139747306704521","0.03139747306704521","0.03252251073718071","0.03252251073718071","0.03252251073718071"
"79000","0.02739511802792549","0.02739511802792549","0.02739511802792549","0.029525676742196083","0.029525676742196083","0.029525676742196083","0.03148980066180229","0.03148980066180229","0.03148980066180229","0.03544563055038452","0.03544563055038452","0.03544563055038452","0.03322705626487732","0.03322705626487732","0.03322705626487732"
"80000","0.032113801687955856","0.032113801687955856","0.032113801687955856","0.029953457415103912","0.029953457415103912","0.029953457415103912","0.03079373948276043","0.03079373948276043","0.03079373948276043","0.03400038927793503","0.03400038927793503","0.03400038927793503","0.029539622366428375","0.029539622366428375","0.029539622366428375"
