"Step","D-56-1e5 - train/l1_loss","D-56-1e5 - train/l1_loss__MIN","D-56-1e5 - train/l1_loss__MAX","dino_active_5e5 - train/l1_loss","dino_active_5e5 - train/l1_loss__MIN","dino_active_5e5 - train/l1_loss__MAX","dino_active_reg - train/l1_loss","dino_active_reg - train/l1_loss__MIN","dino_active_reg - train/l1_loss__MAX","R-56 - train/l1_loss","R-56 - train/l1_loss__MIN","R-56 - train/l1_loss__MAX","dino_open_tv_5e5 - train/l1_loss","dino_open_tv_5e5 - train/l1_loss__MIN","dino_open_tv_5e5 - train/l1_loss__MAX"
"11000","0.155230313539505","0.155230313539505","0.155230313539505","0.18338246643543243","0.18338246643543243","0.18338246643543243","0.20245428383350372","0.20245428383350372","0.20245428383350372","0.07316823303699493","0.07316823303699493","0.07316823303699493","0.16872842609882355","0.16872842609882355","0.16872842609882355"
"12000","0.1357039362192154","0.1357039362192154","0.1357039362192154","0.16590271890163422","0.16590271890163422","0.16590271890163422","0.1821890026330948","0.1821890026330948","0.1821890026330948","0.07542479038238525","0.07542479038238525","0.07542479038238525","0.2342519909143448","0.2342519909143448","0.2342519909143448"
"13000","0.11886478960514069","0.11886478960514069","0.11886478960514069","0.2539910078048706","0.2539910078048706","0.2539910078048706","0.2130066603422165","0.2130066603422165","0.2130066603422165","0.0725354328751564","0.0725354328751564","0.0725354328751564","0.23179705440998077","0.23179705440998077","0.23179705440998077"
"14000","0.18680982291698456","0.18680982291698456","0.18680982291698456","0.20043158531188965","0.20043158531188965","0.20043158531188965","0.24875833094120026","0.24875833094120026","0.24875833094120026","0.06269633769989014","0.06269633769989014","0.06269633769989014","0.18107764422893524","0.18107764422893524","0.18107764422893524"
"15000","0.15948688983917236","0.15948688983917236","0.15948688983917236","0.1654827892780304","0.1654827892780304","0.1654827892780304","0.14964403212070465","0.14964403212070465","0.14964403212070465","0.06263603270053864","0.06263603270053864","0.06263603270053864","0.16079528629779816","0.16079528629779816","0.16079528629779816"
"16000","0.13439147174358368","0.13439147174358368","0.13439147174358368","0.14612773060798645","0.14612773060798645","0.14612773060798645","0.18616117537021637","0.18616117537021637","0.18616117537021637","0.060668863356113434","0.060668863356113434","0.060668863356113434","0.1908068060874939","0.1908068060874939","0.1908068060874939"
"17000","0.12270177155733109","0.12270177155733109","0.12270177155733109","0.20486000180244446","0.20486000180244446","0.20486000180244446","0.15775902569293976","0.15775902569293976","0.15775902569293976","0.06104498356580734","0.06104498356580734","0.06104498356580734","0.17934229969978333","0.17934229969978333","0.17934229969978333"
"18000","0.10583306103944778","0.10583306103944778","0.10583306103944778","0.18462897837162018","0.18462897837162018","0.18462897837162018","0.1311110258102417","0.1311110258102417","0.1311110258102417","0.06728468835353851","0.06728468835353851","0.06728468835353851","0.2625090181827545","0.2625090181827545","0.2625090181827545"
"19000","0.11636778712272644","0.11636778712272644","0.11636778712272644","0.1333385407924652","0.1333385407924652","0.1333385407924652","0.2812502682209015","0.2812502682209015","0.2812502682209015","0.053147222846746445","0.053147222846746445","0.053147222846746445","0.2229180634021759","0.2229180634021759","0.2229180634021759"
"20000","0.11627164483070374","0.11627164483070374","0.11627164483070374","0.15103159844875336","0.15103159844875336","0.15103159844875336","0.17097140848636627","0.17097140848636627","0.17097140848636627","0.05532063916325569","0.05532063916325569","0.05532063916325569","0.17270074784755707","0.17270074784755707","0.17270074784755707"
"21000","0.10906555503606796","0.10906555503606796","0.10906555503606796","0.1967163234949112","0.1967163234949112","0.1967163234949112","0.11326339840888977","0.11326339840888977","0.11326339840888977","0.05645190179347992","0.05645190179347992","0.05645190179347992","0.18947169184684753","0.18947169184684753","0.18947169184684753"
"22000","0.0911802276968956","0.0911802276968956","0.0911802276968956","0.1814143806695938","0.1814143806695938","0.1814143806695938","0.113910973072052","0.113910973072052","0.113910973072052","0.056316692382097244","0.056316692382097244","0.056316692382097244","0.2230486422777176","0.2230486422777176","0.2230486422777176"
"23000","0.11432348936796188","0.11432348936796188","0.11432348936796188","0.1317482441663742","0.1317482441663742","0.1317482441663742","0.18653224408626556","0.18653224408626556","0.18653224408626556","0.05847707390785217","0.05847707390785217","0.05847707390785217","0.1781686246395111","0.1781686246395111","0.1781686246395111"
"24000","0.0980234295129776","0.0980234295129776","0.0980234295129776","0.19698160886764526","0.19698160886764526","0.19698160886764526","0.21649955213069916","0.21649955213069916","0.21649955213069916","0.056012846529483795","0.056012846529483795","0.056012846529483795","0.1957109570503235","0.1957109570503235","0.1957109570503235"
"25000","0.11523473262786865","0.11523473262786865","0.11523473262786865","0.1273779571056366","0.1273779571056366","0.1273779571056366","0.14294779300689697","0.14294779300689697","0.14294779300689697","0.053682878613471985","0.053682878613471985","0.053682878613471985","0.2759820222854614","0.2759820222854614","0.2759820222854614"
"26000","0.0852140411734581","0.0852140411734581","0.0852140411734581","0.14458946883678436","0.14458946883678436","0.14458946883678436","0.13011381030082703","0.13011381030082703","0.13011381030082703","0.04942157864570618","0.04942157864570618","0.04942157864570618","0.22086837887763977","0.22086837887763977","0.22086837887763977"
"27000","0.09603476524353027","0.09603476524353027","0.09603476524353027","0.16517186164855957","0.16517186164855957","0.16517186164855957","0.14695917069911957","0.14695917069911957","0.14695917069911957","0.05000058561563492","0.05000058561563492","0.05000058561563492","0.14962559938430786","0.14962559938430786","0.14962559938430786"
"28000","0.0907314121723175","0.0907314121723175","0.0907314121723175","0.26274675130844116","0.26274675130844116","0.26274675130844116","0.12196989357471466","0.12196989357471466","0.12196989357471466","0.0517650730907917","0.0517650730907917","0.0517650730907917","0.16820628941059113","0.16820628941059113","0.16820628941059113"
"29000","0.09693104773759842","0.09693104773759842","0.09693104773759842","0.09579870104789734","0.09579870104789734","0.09579870104789734","0.14919374883174896","0.14919374883174896","0.14919374883174896","0.05048409476876259","0.05048409476876259","0.05048409476876259","0.12497571110725403","0.12497571110725403","0.12497571110725403"
"30000","0.08057912439107895","0.08057912439107895","0.08057912439107895","0.11863534897565842","0.11863534897565842","0.11863534897565842","0.16363757848739624","0.16363757848739624","0.16363757848739624","0.0532616451382637","0.0532616451382637","0.0532616451382637","0.14851774275302887","0.14851774275302887","0.14851774275302887"
"31000","0.08400804549455643","0.08400804549455643","0.08400804549455643","0.14176616072654724","0.14176616072654724","0.14176616072654724","0.14639627933502197","0.14639627933502197","0.14639627933502197","0.053604334592819214","0.053604334592819214","0.053604334592819214","0.15158627927303314","0.15158627927303314","0.15158627927303314"
"32000","0.08500733226537704","0.08500733226537704","0.08500733226537704","0.22886550426483154","0.22886550426483154","0.22886550426483154","0.1500522345304489","0.1500522345304489","0.1500522345304489","0.0526360347867012","0.0526360347867012","0.0526360347867012","0.18524521589279175","0.18524521589279175","0.18524521589279175"
"33000","0.10303469747304916","0.10303469747304916","0.10303469747304916","0.10947371274232864","0.10947371274232864","0.10947371274232864","0.11802118271589279","0.11802118271589279","0.11802118271589279","0.05020294338464737","0.05020294338464737","0.05020294338464737","0.1495305895805359","0.1495305895805359","0.1495305895805359"
"34000","0.09714431315660477","0.09714431315660477","0.09714431315660477","0.13671664893627167","0.13671664893627167","0.13671664893627167","0.16699489951133728","0.16699489951133728","0.16699489951133728","0.044283829629421234","0.044283829629421234","0.044283829629421234","0.19706635177135468","0.19706635177135468","0.19706635177135468"
"35000","0.08864887058734894","0.08864887058734894","0.08864887058734894","0.1974201202392578","0.1974201202392578","0.1974201202392578","0.16999946534633636","0.16999946534633636","0.16999946534633636","0.03977135196328163","0.03977135196328163","0.03977135196328163","0.14813615381717682","0.14813615381717682","0.14813615381717682"
"36000","0.10421635210514069","0.10421635210514069","0.10421635210514069","0.1841171681880951","0.1841171681880951","0.1841171681880951","0.12616705894470215","0.12616705894470215","0.12616705894470215","0.04814796894788742","0.04814796894788742","0.04814796894788742","0.1494680494070053","0.1494680494070053","0.1494680494070053"
"37000","0.07929889857769012","0.07929889857769012","0.07929889857769012","0.16538597643375397","0.16538597643375397","0.16538597643375397","0.18233706057071686","0.18233706057071686","0.18233706057071686","0.046769510954618454","0.046769510954618454","0.046769510954618454","0.3595312833786011","0.3595312833786011","0.3595312833786011"
"38000","0.07657483965158463","0.07657483965158463","0.07657483965158463","0.14678680896759033","0.14678680896759033","0.14678680896759033","0.10983361303806305","0.10983361303806305","0.10983361303806305","0.04034368693828583","0.04034368693828583","0.04034368693828583","0.11205683648586273","0.11205683648586273","0.11205683648586273"
"39000","0.07137442380189896","0.07137442380189896","0.07137442380189896","0.13875450193881989","0.13875450193881989","0.13875450193881989","0.12428435683250427","0.12428435683250427","0.12428435683250427","0.045114364475011826","0.045114364475011826","0.045114364475011826","0.17715105414390564","0.17715105414390564","0.17715105414390564"
"40000","0.07735153287649155","0.07735153287649155","0.07735153287649155","0.11867378652095795","0.11867378652095795","0.11867378652095795","0.12963438034057617","0.12963438034057617","0.12963438034057617","0.043807338923215866","0.043807338923215866","0.043807338923215866","0.12265516072511673","0.12265516072511673","0.12265516072511673"
"41000","0.07561583817005157","0.07561583817005157","0.07561583817005157","0.12971848249435425","0.12971848249435425","0.12971848249435425","0.13061532378196716","0.13061532378196716","0.13061532378196716","0.043733928352594376","0.043733928352594376","0.043733928352594376","0.14583204686641693","0.14583204686641693","0.14583204686641693"
"42000","0.08836830407381058","0.08836830407381058","0.08836830407381058","0.1299155056476593","0.1299155056476593","0.1299155056476593","0.16423363983631134","0.16423363983631134","0.16423363983631134","0.040362779051065445","0.040362779051065445","0.040362779051065445","0.09800412505865097","0.09800412505865097","0.09800412505865097"
"43000","0.08498670905828476","0.08498670905828476","0.08498670905828476","0.09295336902141571","0.09295336902141571","0.09295336902141571","0.10995235294103622","0.10995235294103622","0.10995235294103622","0.046116262674331665","0.046116262674331665","0.046116262674331665","0.18154513835906982","0.18154513835906982","0.18154513835906982"
"44000","0.08125801384449005","0.08125801384449005","0.08125801384449005","0.09595876187086105","0.09595876187086105","0.09595876187086105","0.1287086457014084","0.1287086457014084","0.1287086457014084","0.03887685388326645","0.03887685388326645","0.03887685388326645","0.10530561208724976","0.10530561208724976","0.10530561208724976"
"45000","0.07722323387861252","0.07722323387861252","0.07722323387861252","0.09663326293230057","0.09663326293230057","0.09663326293230057","0.09674865752458572","0.09674865752458572","0.09674865752458572","0.03358425945043564","0.03358425945043564","0.03358425945043564","0.1988542377948761","0.1988542377948761","0.1988542377948761"
"46000","0.06587941199541092","0.06587941199541092","0.06587941199541092","0.16135402023792267","0.16135402023792267","0.16135402023792267","0.1406606286764145","0.1406606286764145","0.1406606286764145","0.03759630024433136","0.03759630024433136","0.03759630024433136","0.09550607204437256","0.09550607204437256","0.09550607204437256"
"47000","0.08708947896957397","0.08708947896957397","0.08708947896957397","0.08884286135435104","0.08884286135435104","0.08884286135435104","0.1053474023938179","0.1053474023938179","0.1053474023938179","0.04128585010766983","0.04128585010766983","0.04128585010766983","0.11851196736097336","0.11851196736097336","0.11851196736097336"
"48000","0.06632816046476364","0.06632816046476364","0.06632816046476364","0.16683536767959595","0.16683536767959595","0.16683536767959595","0.12452138215303421","0.12452138215303421","0.12452138215303421","0.03846985101699829","0.03846985101699829","0.03846985101699829","0.14437778294086456","0.14437778294086456","0.14437778294086456"
"49000","0.07344111055135727","0.07344111055135727","0.07344111055135727","0.10942541062831879","0.10942541062831879","0.10942541062831879","0.11787392944097519","0.11787392944097519","0.11787392944097519","0.04194122925400734","0.04194122925400734","0.04194122925400734","0.21234598755836487","0.21234598755836487","0.21234598755836487"
"50000","0.07421742379665375","0.07421742379665375","0.07421742379665375","0.12685301899909973","0.12685301899909973","0.12685301899909973","0.11217166483402252","0.11217166483402252","0.11217166483402252","0.035679250955581665","0.035679250955581665","0.035679250955581665","0.08027172088623047","0.08027172088623047","0.08027172088623047"
"51000","0.06183675304055214","0.06183675304055214","0.06183675304055214","0.1049375832080841","0.1049375832080841","0.1049375832080841","0.15135575830936432","0.15135575830936432","0.15135575830936432","0.037793468683958054","0.037793468683958054","0.037793468683958054","0.10756771266460419","0.10756771266460419","0.10756771266460419"
"52000","0.07009802013635635","0.07009802013635635","0.07009802013635635","0.1450347900390625","0.1450347900390625","0.1450347900390625","0.1299375593662262","0.1299375593662262","0.1299375593662262","0.038887158036231995","0.038887158036231995","0.038887158036231995","0.17244863510131836","0.17244863510131836","0.17244863510131836"
"53000","0.06978945434093475","0.06978945434093475","0.06978945434093475","0.12496248632669449","0.12496248632669449","0.12496248632669449","0.11849511414766312","0.11849511414766312","0.11849511414766312","0.03441739082336426","0.03441739082336426","0.03441739082336426","0.16969507932662964","0.16969507932662964","0.16969507932662964"
"54000","0.06850379705429077","0.06850379705429077","0.06850379705429077","0.10024828463792801","0.10024828463792801","0.10024828463792801","0.12258787453174591","0.12258787453174591","0.12258787453174591","0.03681912645697594","0.03681912645697594","0.03681912645697594","0.1250869184732437","0.1250869184732437","0.1250869184732437"
"55000","0.06495331972837448","0.06495331972837448","0.06495331972837448","0.15596263110637665","0.15596263110637665","0.15596263110637665","0.10521386563777924","0.10521386563777924","0.10521386563777924","0.035948313772678375","0.035948313772678375","0.035948313772678375","0.13527542352676392","0.13527542352676392","0.13527542352676392"
"56000","0.06988591700792313","0.06988591700792313","0.06988591700792313","0.08276104927062988","0.08276104927062988","0.08276104927062988","0.09382311254739761","0.09382311254739761","0.09382311254739761","0.03996431827545166","0.03996431827545166","0.03996431827545166","0.3377144932746887","0.3377144932746887","0.3377144932746887"
"57000","0.06680554151535034","0.06680554151535034","0.06680554151535034","0.1265765130519867","0.1265765130519867","0.1265765130519867","0.10241299867630005","0.10241299867630005","0.10241299867630005","0.03538525849580765","0.03538525849580765","0.03538525849580765","0.16883453726768494","0.16883453726768494","0.16883453726768494"
"58000","0.06830963492393494","0.06830963492393494","0.06830963492393494","0.19431978464126587","0.19431978464126587","0.19431978464126587","0.1117810606956482","0.1117810606956482","0.1117810606956482","0.037274137139320374","0.037274137139320374","0.037274137139320374","0.08319561928510666","0.08319561928510666","0.08319561928510666"
"59000","0.07486643642187119","0.07486643642187119","0.07486643642187119","0.09893182665109634","0.09893182665109634","0.09893182665109634","0.1293460726737976","0.1293460726737976","0.1293460726737976","0.034539174288511276","0.034539174288511276","0.034539174288511276","0.06636115908622742","0.06636115908622742","0.06636115908622742"
"60000","0.07391699403524399","0.07391699403524399","0.07391699403524399","0.12183567136526108","0.12183567136526108","0.12183567136526108","0.08418555557727814","0.08418555557727814","0.08418555557727814","0.03293399140238762","0.03293399140238762","0.03293399140238762","0.15478743612766266","0.15478743612766266","0.15478743612766266"
"61000","0.06155014410614967","0.06155014410614967","0.06155014410614967","0.08076944947242737","0.08076944947242737","0.08076944947242737","0.14050418138504028","0.14050418138504028","0.14050418138504028","0.03572849929332733","0.03572849929332733","0.03572849929332733","0.09254276752471924","0.09254276752471924","0.09254276752471924"
"62000","0.0686214491724968","0.0686214491724968","0.0686214491724968","0.15552951395511627","0.15552951395511627","0.15552951395511627","0.11356190592050552","0.11356190592050552","0.11356190592050552","0.03419237583875656","0.03419237583875656","0.03419237583875656","0.1858687549829483","0.1858687549829483","0.1858687549829483"
"63000","0.07244869321584702","0.07244869321584702","0.07244869321584702","0.06912518292665482","0.06912518292665482","0.06912518292665482","0.10256188362836838","0.10256188362836838","0.10256188362836838","0.03710220754146576","0.03710220754146576","0.03710220754146576","0.0656512901186943","0.0656512901186943","0.0656512901186943"
"64000","0.0608401820063591","0.0608401820063591","0.0608401820063591","0.13360878825187683","0.13360878825187683","0.13360878825187683","0.10233453661203384","0.10233453661203384","0.10233453661203384","0.03492490574717522","0.03492490574717522","0.03492490574717522","0.20509186387062073","0.20509186387062073","0.20509186387062073"
"65000","0.0747486799955368","0.0747486799955368","0.0747486799955368","0.08788803219795227","0.08788803219795227","0.08788803219795227","0.12202957272529602","0.12202957272529602","0.12202957272529602","0.03413603827357292","0.03413603827357292","0.03413603827357292","0.16106554865837097","0.16106554865837097","0.16106554865837097"
"66000","0.059272754937410355","0.059272754937410355","0.059272754937410355","0.0859755128622055","0.0859755128622055","0.0859755128622055","0.11119064688682556","0.11119064688682556","0.11119064688682556","0.03463536128401756","0.03463536128401756","0.03463536128401756","0.12382258474826813","0.12382258474826813","0.12382258474826813"
"67000","0.05650772154331207","0.05650772154331207","0.05650772154331207","0.08954452723264694","0.08954452723264694","0.08954452723264694","0.09474924951791763","0.09474924951791763","0.09474924951791763","0.0384177602827549","0.0384177602827549","0.0384177602827549","0.11075069010257721","0.11075069010257721","0.11075069010257721"
"68000","0.06681220978498459","0.06681220978498459","0.06681220978498459","0.12849240005016327","0.12849240005016327","0.12849240005016327","0.13198141753673553","0.13198141753673553","0.13198141753673553","0.03089325688779354","0.03089325688779354","0.03089325688779354","0.17184458673000336","0.17184458673000336","0.17184458673000336"
"69000","0.06108394265174866","0.06108394265174866","0.06108394265174866","0.12225163727998734","0.12225163727998734","0.12225163727998734","0.110965795814991","0.110965795814991","0.110965795814991","0.03029699996113777","0.03029699996113777","0.03029699996113777","0.11126626282930374","0.11126626282930374","0.11126626282930374"
"70000","0.06004739925265312","0.06004739925265312","0.06004739925265312","0.09315396845340729","0.09315396845340729","0.09315396845340729","0.11352764070034027","0.11352764070034027","0.11352764070034027","0.03196720406413078","0.03196720406413078","0.03196720406413078","0.17861993610858917","0.17861993610858917","0.17861993610858917"
"71000","0.06825622916221619","0.06825622916221619","0.06825622916221619","0.1285133957862854","0.1285133957862854","0.1285133957862854","0.11903810501098633","0.11903810501098633","0.11903810501098633","0.026616090908646584","0.026616090908646584","0.026616090908646584","0.1108834370970726","0.1108834370970726","0.1108834370970726"
"72000","0.06273870915174484","0.06273870915174484","0.06273870915174484","0.1354932337999344","0.1354932337999344","0.1354932337999344","0.0887945145368576","0.0887945145368576","0.0887945145368576","0.033704932779073715","0.033704932779073715","0.033704932779073715","0.11750859022140503","0.11750859022140503","0.11750859022140503"
"73000","0.061579082161188126","0.061579082161188126","0.061579082161188126","0.11039934307336807","0.11039934307336807","0.11039934307336807","0.08877092599868774","0.08877092599868774","0.08877092599868774","0.036623433232307434","0.036623433232307434","0.036623433232307434","0.1435270607471466","0.1435270607471466","0.1435270607471466"
"74000","0.07101011276245117","0.07101011276245117","0.07101011276245117","0.06649527698755264","0.06649527698755264","0.06649527698755264","0.12154971063137054","0.12154971063137054","0.12154971063137054","0.03715755045413971","0.03715755045413971","0.03715755045413971","0.10912761837244034","0.10912761837244034","0.10912761837244034"
"75000","0.05882496014237404","0.05882496014237404","0.05882496014237404","0.12998899817466736","0.12998899817466736","0.12998899817466736","0.13066521286964417","0.13066521286964417","0.13066521286964417","0.03282683715224266","0.03282683715224266","0.03282683715224266","0.12828826904296875","0.12828826904296875","0.12828826904296875"
"76000","0.0563206784427166","0.0563206784427166","0.0563206784427166","0.0815408006310463","0.0815408006310463","0.0815408006310463","0.09141498059034348","0.09141498059034348","0.09141498059034348","0.08488959074020386","0.08488959074020386","0.08488959074020386","0.1860779970884323","0.1860779970884323","0.1860779970884323"
"77000","0.05372656136751175","0.05372656136751175","0.05372656136751175","0.08756764978170395","0.08756764978170395","0.08756764978170395","0.09861601144075394","0.09861601144075394","0.09861601144075394","0.03766823932528496","0.03766823932528496","0.03766823932528496","0.11693516373634338","0.11693516373634338","0.11693516373634338"
"78000","0.06104553863406181","0.06104553863406181","0.06104553863406181","0.10716558247804642","0.10716558247804642","0.10716558247804642","0.14137326180934906","0.14137326180934906","0.14137326180934906","0.035758256912231445","0.035758256912231445","0.035758256912231445","0.09886392951011658","0.09886392951011658","0.09886392951011658"
"79000","0.06796548515558243","0.06796548515558243","0.06796548515558243","0.08760211616754532","0.08760211616754532","0.08760211616754532","0.08651141822338104","0.08651141822338104","0.08651141822338104","0.029525676742196083","0.029525676742196083","0.029525676742196083","0.10647939145565033","0.10647939145565033","0.10647939145565033"
"80000","0.05423141270875931","0.05423141270875931","0.05423141270875931","0.07289644330739975","0.07289644330739975","0.07289644330739975","0.09575770795345306","0.09575770795345306","0.09575770795345306","0.029953457415103912","0.029953457415103912","0.029953457415103912","0.09688100218772888","0.09688100218772888","0.09688100218772888"
"81000","0.0554862804710865","0.0554862804710865","0.0554862804710865","","","","","","","","","","","",""
"82000","0.06111067906022072","0.06111067906022072","0.06111067906022072","","","","","","","","","","","",""
"83000","0.05783938243985176","0.05783938243985176","0.05783938243985176","","","","","","","","","","","",""
"84000","0.05673915147781372","0.05673915147781372","0.05673915147781372","","","","","","","","","","","",""
"85000","0.038454942405223846","0.038454942405223846","0.038454942405223846","","","","","","","","","","","",""
"86000","0.05929326266050339","0.05929326266050339","0.05929326266050339","","","","","","","","","","","",""
"87000","0.058716416358947754","0.058716416358947754","0.058716416358947754","","","","","","","","","","","",""
"88000","0.055533699691295624","0.055533699691295624","0.055533699691295624","","","","","","","","","","","",""
"89000","0.06528253853321075","0.06528253853321075","0.06528253853321075","","","","","","","","","","","",""
"90000","0.05445335432887077","0.05445335432887077","0.05445335432887077","","","","","","","","","","","",""
"91000","0.055940523743629456","0.055940523743629456","0.055940523743629456","","","","","","","","","","","",""
"92000","0.050303779542446136","0.050303779542446136","0.050303779542446136","","","","","","","","","","","",""
"93000","0.061053622514009476","0.061053622514009476","0.061053622514009476","","","","","","","","","","","",""
"94000","0.056365273892879486","0.056365273892879486","0.056365273892879486","","","","","","","","","","","",""
"95000","0.05434492230415344","0.05434492230415344","0.05434492230415344","","","","","","","","","","","",""
"96000","0.05800231918692589","0.05800231918692589","0.05800231918692589","","","","","","","","","","","",""
"97000","0.04286349192261696","0.04286349192261696","0.04286349192261696","","","","","","","","","","","",""
"98000","0.056873101741075516","0.056873101741075516","0.056873101741075516","","","","","","","","","","","",""
"99000","0.0478743351995945","0.0478743351995945","0.0478743351995945","","","","","","","","","","","",""
"100000","0.05182762071490288","0.05182762071490288","0.05182762071490288","","","","","","","","","","","",""
"101000","0.05105789750814438","0.05105789750814438","0.05105789750814438","","","","","","","","","","","",""
"102000","0.05897872522473335","0.05897872522473335","0.05897872522473335","","","","","","","","","","","",""
"103000","0.04581577703356743","0.04581577703356743","0.04581577703356743","","","","","","","","","","","",""
"104000","0.05259605124592781","0.05259605124592781","0.05259605124592781","","","","","","","","","","","",""
"105000","0.04784495756030083","0.04784495756030083","0.04784495756030083","","","","","","","","","","","",""
"106000","0.047307275235652924","0.047307275235652924","0.047307275235652924","","","","","","","","","","","",""
"107000","0.041536059230566025","0.041536059230566025","0.041536059230566025","","","","","","","","","","","",""
"108000","0.06242252513766289","0.06242252513766289","0.06242252513766289","","","","","","","","","","","",""
"109000","0.04350702837109566","0.04350702837109566","0.04350702837109566","","","","","","","","","","","",""
"110000","0.038106974214315414","0.038106974214315414","0.038106974214315414","","","","","","","","","","","",""
"111000","0.04629538208246231","0.04629538208246231","0.04629538208246231","","","","","","","","","","","",""
"112000","0.05445147678256035","0.05445147678256035","0.05445147678256035","","","","","","","","","","","",""
"113000","0.042225878685712814","0.042225878685712814","0.042225878685712814","","","","","","","","","","","",""
"114000","0.04649846628308296","0.04649846628308296","0.04649846628308296","","","","","","","","","","","",""
"115000","0.05266785994172096","0.05266785994172096","0.05266785994172096","","","","","","","","","","","",""
"116000","0.03832101821899414","0.03832101821899414","0.03832101821899414","","","","","","","","","","","",""
"117000","0.047518763691186905","0.047518763691186905","0.047518763691186905","","","","","","","","","","","",""
"118000","0.04332289472222328","0.04332289472222328","0.04332289472222328","","","","","","","","","","","",""
"119000","0.04895322397351265","0.04895322397351265","0.04895322397351265","","","","","","","","","","","",""
"120000","0.044476769864559174","0.044476769864559174","0.044476769864559174","","","","","","","","","","","",""
